"rt","stimulus","key_press","stim","dim","respDir","comp","corrResp","trial_type","trial_index","time_elapsed","internal_node_id","date","vpNum","age","gender","handedness","corrCode","blockNum","trialNum"
"357","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","4","14084","0.0-3.0-1.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","1"
"367","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","7","16465","0.0-3.0-4.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","2"
"387","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","10","18864","0.0-3.0-7.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","3"
"364","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","13","21241","0.0-3.0-10.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","4"
"441","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","16","23692","0.0-3.0-13.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","5"
"516","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","19","26217","0.0-3.0-16.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","6"
"382","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","22","28610","0.0-3.0-19.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","7"
"382","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","25","31002","0.0-3.0-22.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","8"
"309","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","28","33322","0.0-3.0-25.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","9"
"403","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","31","35738","0.0-3.0-28.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","10"
"307","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","34","38054","0.0-3.0-31.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","11"
"360","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","37","40426","0.0-3.0-34.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","12"
"366","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","40","42803","0.0-3.0-37.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","13"
"334","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","67","flanker","ver","left","incomp","C","single-stim","43","45147","0.0-3.0-40.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","14"
"392","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","46","47548","0.0-3.0-43.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","15"
"389","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","49","49947","0.0-3.0-46.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","1","16"
"443","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","54","55055","0.0-6.0-1.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","17"
"392","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","57","56456","0.0-6.0-4.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","18"
"399","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","60","57865","0.0-6.0-7.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","19"
"449","<div class=""left""></div><div class=""right""></div><div class=""left""></div>","77","flanker","ver","right","incomp","M","single-stim","63","59323","0.0-6.0-10.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","20"
"369","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","66","60702","0.0-6.0-13.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","21"
"318","<div class=""right""></div><div class=""right""></div><div class=""right""></div>","77","flanker","ver","right","comp","M","single-stim","69","62028","0.0-6.0-16.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","22"
"362","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","77","flanker","ver","left","comp","C","single-stim","72","63398","0.0-6.0-19.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","2","23"
"348","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","75","64754","0.0-6.0-22.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","24"
"380","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","78","66142","0.0-6.0-25.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","25"
"316","<div class=""right""></div><div class=""left""></div><div class=""right""></div>","77","flanker","ver","left","incomp","C","single-stim","81","67466","0.0-6.0-28.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","2","2","26"
"581","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","flanker","hor","left","incomp","C","single-stim","84","69054","0.0-6.0-31.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","27"
"380","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","flanker","hor","left","comp","C","single-stim","87","70445","0.0-6.0-34.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","28"
"419","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","flanker","hor","right","incomp","M","single-stim","90","71882","0.0-6.0-37.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","29"
"409","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","93","73334","0.0-6.0-40.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","30"
"388","<div class=""left""></div><div class=""left""></div><div class=""left""></div>","67","flanker","ver","left","comp","C","single-stim","96","74733","0.0-6.0-43.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","31"
"353","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","flanker","hor","right","comp","M","single-stim","99","76098","0.0-6.0-46.0","Fri Jun 09 2017 10:39:52 GMT+0200 (CEST)","1496997588571","22","female","right","1","2","32"
